x coord, y coord, z coord, scalar
40.0674, 30.1551, 29.5378, 58299
47.5144, 13.2682, 38.1088, 65989.7
26.9932, 8.03119, 49.1818, 70628.7
27.8823, 20.6738, 21.1271, 50400.3
40.7642, 18.643, 33.2294, 56356.2
19.4863, 32.5465, -9.03756, 86352.9
41.1507, 10.3856, 59.3721, 85030.2
23.9452, 15.9107, 5.78649, 61378.6
27.5719, 19.7864, 14.7119, 51532.8
34.4387, 12.2171, 56.5672, 77901.4
31.8608, 20.341, 24.2788, 50020.2
28.721, 20.8715, 16.1573, 50545.2
9.51387, 34.0585, -17.9912, 112332
23.5196, 15.2428, 9.97304, 58644
17.841, 29.6701, -1.77984, 74368.5
32.4288, 22.3746, 25.2773, 50870.5
22.8425, 6.2846, 48.6525, 73977
32.5748, 11.1262, 55.1502, 75920.7
25.1664, 12.9183, -0.711357, 70956.3
13.903, 27.5081, -16.3843, 100904
31.4345, 21.3213, 26.0347, 50884.2
28.6412, 8.01907, 47.9716, 68432.2
42.1069, 12.1681, 59.8583, 85865.3
34.3109, 30.0636, 18.258, 52963.7
45.2483, 17.3039, 32.9126, 60053.1
17.5827, 30.8449, -14.7665, 96342
26.155, 16.226, 12.5707, 55101.3
47.2973, 7.02136, 48.9514, 75900.4
37.1377, 30.817, 25.4373, 55473.9
40.8387, 19.9386, 34.4219, 56993.6
37.9214, 24.3268, 28.8233, 53297.8
25.3419, 20.1962, 17.8588, 51455.2
40.4503, 11.7342, 60.4818, 86351.4
46.1231, 8.97666, 46.3853, 70625.7
37.3195, 23.2302, 31.9311, 54350.9
17.0511, 28.8658, -10.2068, 88164.3
17.4833, 29.7982, -11.3334, 89992.2
39.6585, 34.8157, 26.8627, 61488.7
30.4581, 31.8477, 7.7576, 59766.2
39.5521, 30.5687, 25.8437, 56747.9
22.9199, 16.6389, 6.93418, 60549.8
29.3746, 30.2461, 8.49199, 57812.6
36.4664, 34.1875, 19.7372, 57480.2
19.0682, 5.38493, 51.9572, 81154.3
20.5702, 28.2442, -2.09039, 71988.9
14.8592, 31.099, -14.0549, 97026.3
31.9291, 8.94555, 53.7359, 74973.1
22.288, 18.9827, 7.38866, 60141.2
30.7248, 34.5983, 15.9735, 57637.2
19.1904, 2.21432, 50.9305, 82749.7
25.4138, 11.3864, -1.50609, 73274.3
42.4811, 10.5256, 58.5054, 84165
27.2496, 17.6246, 14.1174, 52646.8
16.8921, 30.3112, -9.28139, 87278
36.6153, 21.6148, 28.3896, 52218.6
45.3189, 8.47986, 56.5949, 83684.2
47.7393, 7.94841, 53.8077, 82065.8
22.1951, 27.9069, 0.601578, 67460.2
24.5861, 7.07667, 47.7249, 71032.2
24.7863, 15.6124, 1.2358, 66674.4
11.016, 34.692, -16.8229, 108734
37.8403, 32.7963, 23.601, 57361.2
17.7393, 32.551, -5.89362, 82674.8
48.2569, 7.6528, 51.3988, 79342.4
43.0524, 17.8774, 37.7298, 60341.5
26.8489, 17.1444, 7.42872, 58172.8
38.9845, 22.7038, 27.993, 53334.1
37.3223, 25.8935, 30.2385, 54350.8
23.308, 15.5578, 6.16725, 61609.5
31.5349, 8.50539, 51.4844, 71982.4
47.957, 9.17618, 52.4662, 79532.7
28.345, 7.90088, 50.1818, 71612.8
22.6439, 17.1404, 4.52427, 62698.6
32.5598, 34.8093, 14.1777, 58670.9
44.0089, 10.7181, 52.0534, 74819.5
18.3785, 29.3215, -7.2231, 82571.4
33.9244, 31.9068, 18.1247, 54460
47.3868, 15.7939, 35.6563, 63401
50.6187, 9.91872, 43.6021, 76089.2
48.9088, 8.6202, 46.3744, 77670.3
42.0197, 18.5525, 34.8153, 58071.5
28.2052, 20.6535, 17.9949, 50227.9
25.5913, 17.3803, 12.2594, 54857.7
29.3354, 21.6869, 23.5308, 50217.9
25.6085, 16.3888, 14.2043, 54496.7
44.2123, 17.4043, 36.8208, 60615.1
13.4997, 29.3842, -17.8035, 104202
38.3522, 30.9977, 28.5745, 57399.7
22.5103, 28.1808, 2.03071, 65788.2
31.1354, 33.1568, 15.6329, 56116.3
27.6633, 22.9817, 19.4039, 50080.7
14.8776, 29.631, -15.029, 98136.8
35.4207, 23.0809, 25.7563, 51398.2
26.0295, 30.8, 9.86365, 58017.4
49.7106, 15.4816, 37.4334, 67296.5
22.281, 14.1695, 11.0758, 59694.9
20.1277, 29.3616, -2.95202, 73882
19.8198, 2.83704, 51.1658, 81804
